File,aid,Date,(1) Evergreen Needleleaf Forests,(2) Evergreen Broadleaf Forests,(4) Deciduous Broadleaf Forests,(5) Mixed Forests,(8) Woody Savannas,(9) Savannas,(10) Grasslands,(11) Permanent Wetlands,(12) Croplands,(13) Urban and Built-up Lands,(14) Cropland/Natural Vegetation Mosaic,(16) Barren,(17) Water Bodies
LC_Type1_2018001_aid0793,aid0793,2018-01-01,,125.0,,,56.0,,6.0,3.0,,,,,
LC_Type1_2018001_aid0794,aid0794,2018-01-01,,154.0,,,45.0,,6.0,4.0,,1.0,,,
LC_Type1_2018001_aid0795,aid0795,2018-01-01,,30.0,,,58.0,,9.0,14.0,,,,,4.0
LC_Type1_2018001_aid0796,aid0796,2018-01-01,,124.0,,,137.0,,5.0,1.0,,,,,5.0
LC_Type1_2018001_aid0797,aid0797,2018-01-01,,134.0,,,62.0,,2.0,3.0,,,,,6.0
LC_Type1_2018001_aid0798,aid0798,2018-01-01,,171.0,,,112.0,3.0,21.0,10.0,,,,,9.0
LC_Type1_2018001_aid0799,aid0799,2018-01-01,,42.0,,,44.0,,5.0,2.0,,,,,1.0
LC_Type1_2018001_aid0800,aid0800,2018-01-01,,3.0,,1.0,62.0,4.0,8.0,11.0,,,,,4.0
LC_Type1_2018001_aid0801,aid0801,2018-01-01,,196.0,,,119.0,,4.0,1.0,,,,,4.0
LC_Type1_2018001_aid0802,aid0802,2018-01-01,,65.0,,,46.0,,,4.0,,,,,2.0
LC_Type1_2018001_aid0803,aid0803,2018-01-01,,51.0,,,99.0,1.0,6.0,5.0,,,,,1.0
LC_Type1_2018001_aid0804,aid0804,2018-01-01,,135.0,,,72.0,,8.0,7.0,,,,,8.0
LC_Type1_2018001_aid0805,aid0805,2018-01-01,,185.0,,,88.0,,2.0,,,,,,3.0
LC_Type1_2018001_aid0806,aid0806,2018-01-01,,,,,29.0,,6.0,,,,,,
LC_Type1_2018001_aid0807,aid0807,2018-01-01,,83.0,,,14.0,,9.0,6.0,,,,,7.0
LC_Type1_2018001_aid0808,aid0808,2018-01-01,,61.0,,,44.0,,21.0,3.0,,,,,3.0
LC_Type1_2018001_aid0809,aid0809,2018-01-01,,5.0,,,32.0,,7.0,,,,,,
LC_Type1_2018001_aid0810,aid0810,2018-01-01,,6.0,,,32.0,,9.0,,,,,,
LC_Type1_2018001_aid0811,aid0811,2018-01-01,,37.0,,,20.0,,14.0,1.0,,,,,3.0
LC_Type1_2018001_aid0812,aid0812,2018-01-01,,86.0,,,62.0,,,2.0,,,,,3.0
LC_Type1_2018001_aid0813,aid0813,2018-01-01,,56.0,,,65.0,,2.0,2.0,,,,,3.0
LC_Type1_2018001_aid0814,aid0814,2018-01-01,,,,,,,,,74.0,,4.0,,
LC_Type1_2018001_aid0815,aid0815,2018-01-01,,,,,,,,,,,13.0,,
LC_Type1_2018001_aid0816,aid0816,2018-01-01,,,,,,,,,,,18.0,,
LC_Type1_2018001_aid0817,aid0817,2018-01-01,,,,,,,,,11.0,,55.0,,
LC_Type1_2018001_aid0818,aid0818,2018-01-01,,,,,,,,,5.0,,10.0,,
LC_Type1_2018001_aid0819,aid0819,2018-01-01,,,,,,,,,,,18.0,,
LC_Type1_2018001_aid0820,aid0820,2018-01-01,,,,,,,,,,,9.0,,
LC_Type1_2018001_aid0821,aid0821,2018-01-01,,,,,,,,,1.0,,22.0,,
LC_Type1_2018001_aid0822,aid0822,2018-01-01,,,,,,,,,,,7.0,,
LC_Type1_2018001_aid0823,aid0823,2018-01-01,,,,,,,,,1.0,1.0,14.0,,
LC_Type1_2018001_aid0824,aid0824,2018-01-01,,,,,,,,,,1.0,9.0,,
LC_Type1_2018001_aid0825,aid0825,2018-01-01,,,,,,,,,2.0,,10.0,,
LC_Type1_2018001_aid0826,aid0826,2018-01-01,,,,,,,,,,,10.0,,
LC_Type1_2018001_aid0827,aid0827,2018-01-01,,,,,,,,,,3.0,9.0,,
LC_Type1_2018001_aid0828,aid0828,2018-01-01,,,,,,,,,,,13.0,,
LC_Type1_2018001_aid0829,aid0829,2018-01-01,,,,,,,,,57.0,,5.0,,
LC_Type1_2018001_aid0830,aid0830,2018-01-01,,,,,,,,,2.0,,10.0,,
LC_Type1_2018001_aid0831,aid0831,2018-01-01,,,,,,,,,2.0,,32.0,,
LC_Type1_2018001_aid0832,aid0832,2018-01-01,,,,,,,,,4.0,,17.0,,
LC_Type1_2018001_aid0833,aid0833,2018-01-01,,,,,,,1.0,,,,9.0,,
LC_Type1_2018001_aid0834,aid0834,2018-01-01,,,,,,,,,,,9.0,,
LC_Type1_2018001_aid0835,aid0835,2018-01-01,,,,,,,,,,,14.0,,
LC_Type1_2018001_aid0836,aid0836,2018-01-01,,,,,,,,,3.0,,12.0,,
LC_Type1_2018001_aid0837,aid0837,2018-01-01,,,,,,,,,2.0,,13.0,,
LC_Type1_2018001_aid0838,aid0838,2018-01-01,,,,,,,,,,2.0,6.0,,
LC_Type1_2018001_aid0839,aid0839,2018-01-01,,,,,,,,,21.0,,6.0,,
LC_Type1_2018001_aid0840,aid0840,2018-01-01,,,,,,,,,,,15.0,,
LC_Type1_2018001_aid0841,aid0841,2018-01-01,,,,,,,,,,,14.0,,
LC_Type1_2018001_aid0842,aid0842,2018-01-01,,,,,,,,,7.0,,4.0,,
LC_Type1_2018001_aid0843,aid0843,2018-01-01,,,,,,,,,2.0,,5.0,,
LC_Type1_2018001_aid0844,aid0844,2018-01-01,,,,,6.0,,8.0,,74.0,4.0,8.0,,
LC_Type1_2018001_aid0845,aid0845,2018-01-01,,,,,,,4.0,,19.0,,,,
LC_Type1_2018001_aid0846,aid0846,2018-01-01,,,,,,,1.0,,19.0,,,,
LC_Type1_2018001_aid0847,aid0847,2018-01-01,,,,,,,2.0,,29.0,,,,
LC_Type1_2018001_aid0848,aid0848,2018-01-01,,,,,1.0,,3.0,,21.0,,1.0,,
LC_Type1_2018001_aid0849,aid0849,2018-01-01,,,,,,,7.0,,20.0,,3.0,,
LC_Type1_2018001_aid0850,aid0850,2018-01-01,,,,,,,1.0,,13.0,,,,
LC_Type1_2018001_aid0851,aid0851,2018-01-01,,3.0,,,33.0,,5.0,,,,2.0,,
LC_Type1_2018001_aid0852,aid0852,2018-01-01,,,,,,,2.0,,10.0,,1.0,,
LC_Type1_2018001_aid0853,aid0853,2018-01-01,,1.0,,,7.0,2.0,6.0,,11.0,,7.0,,
LC_Type1_2018001_aid0854,aid0854,2018-01-01,,,,,2.0,1.0,5.0,,11.0,,1.0,,
LC_Type1_2018001_aid0855,aid0855,2018-01-01,,,,,56.0,,1.0,,1.0,,2.0,,
LC_Type1_2018001_aid0856,aid0856,2018-01-01,,,,,,,2.0,,45.0,,14.0,,
LC_Type1_2018001_aid0857,aid0857,2018-01-01,,3.0,,,14.0,2.0,18.0,,8.0,,6.0,,
LC_Type1_2018001_aid0858,aid0858,2018-01-01,,,,,,,,,16.0,,3.0,,
LC_Type1_2018001_aid0859,aid0859,2018-01-01,,11.0,,,15.0,10.0,1.0,4.0,,,4.0,,3.0
LC_Type1_2018001_aid0860,aid0860,2018-01-01,,19.0,,,44.0,5.0,,,,,17.0,,
LC_Type1_2018001_aid0861,aid0861,2018-01-01,,,,,63.0,10.0,15.0,,,,29.0,,
LC_Type1_2018001_aid0862,aid0862,2018-01-01,,,,,,,,,,,146.0,,
LC_Type1_2018001_aid0863,aid0863,2018-01-01,,1.0,,,10.0,9.0,,7.0,,6.0,1.0,,5.0
LC_Type1_2018001_aid0864,aid0864,2018-01-01,,2.0,,,24.0,1.0,,,,,122.0,,
LC_Type1_2018001_aid0865,aid0865,2018-01-01,,,,,5.0,,1.0,,,,94.0,,
LC_Type1_2018001_aid0866,aid0866,2018-01-01,,1.0,,,16.0,,2.0,,,,27.0,,
LC_Type1_2018001_aid0867,aid0867,2018-01-01,,12.0,,,131.0,20.0,4.0,,2.0,,187.0,,
LC_Type1_2018001_aid0868,aid0868,2018-01-01,,38.0,,,41.0,4.0,5.0,4.0,,,2.0,,2.0
LC_Type1_2018001_aid0869,aid0869,2018-01-01,,1.0,,,7.0,7.0,24.0,16.0,,,,,8.0
LC_Type1_2018001_aid0870,aid0870,2018-01-01,,,,,,,1.0,,20.0,,3.0,,
LC_Type1_2018001_aid0871,aid0871,2018-01-01,,,,,,,,,5.0,,7.0,,
LC_Type1_2018001_aid0872,aid0872,2018-01-01,,,,,2.0,,,,3.0,,26.0,,
LC_Type1_2018001_aid0873,aid0873,2018-01-01,,,,,,,,,,,8.0,,
LC_Type1_2018001_aid0874,aid0874,2018-01-01,,,,,,,,,43.0,,29.0,,
LC_Type1_2018001_aid0875,aid0875,2018-01-01,,,,,,,,,36.0,,21.0,,
LC_Type1_2018001_aid0876,aid0876,2018-01-01,,,,,,,5.0,,20.0,,1.0,,
LC_Type1_2018001_aid0877,aid0877,2018-01-01,,,,,,,,,,,22.0,,
LC_Type1_2018001_aid0878,aid0878,2018-01-01,,,,,,,,,3.0,,19.0,,
LC_Type1_2018001_aid0879,aid0879,2018-01-01,,,,,,,1.0,,3.0,,5.0,,
LC_Type1_2018001_aid0880,aid0880,2018-01-01,,,,,,,,,2.0,,13.0,,
LC_Type1_2018001_aid0881,aid0881,2018-01-01,,,,,,,,,4.0,,10.0,,
LC_Type1_2018001_aid0882,aid0882,2018-01-01,,,,,,,,,6.0,,6.0,,
LC_Type1_2018001_aid0883,aid0883,2018-01-01,,,,,,,1.0,,33.0,,8.0,,
LC_Type1_2018001_aid0884,aid0884,2018-01-01,,,,,,,,,,,11.0,,
LC_Type1_2018001_aid0885,aid0885,2018-01-01,,,,,,,,,5.0,,17.0,,
LC_Type1_2018001_aid0886,aid0886,2018-01-01,,,,,,,,,1.0,,16.0,,
LC_Type1_2018001_aid0887,aid0887,2018-01-01,,,,,,,,,4.0,,11.0,,
LC_Type1_2018001_aid0888,aid0888,2018-01-01,,4.0,,,1.0,,8.0,,22.0,,42.0,,
LC_Type1_2018001_aid0889,aid0889,2018-01-01,,,,,11.0,,,,2.0,,37.0,,
LC_Type1_2018001_aid0890,aid0890,2018-01-01,,,,,,,,,28.0,,,,
LC_Type1_2018001_aid0891,aid0891,2018-01-01,,,,,,,,,14.0,,11.0,,
LC_Type1_2018001_aid0892,aid0892,2018-01-01,,,,,,,,,1.0,,17.0,,
LC_Type1_2018001_aid0893,aid0893,2018-01-01,,,,,,,,,4.0,,16.0,,
LC_Type1_2018001_aid0894,aid0894,2018-01-01,,,,,1.0,,,,6.0,,18.0,,
LC_Type1_2018001_aid0895,aid0895,2018-01-01,,,,,,,,,22.0,,22.0,,
LC_Type1_2018001_aid0896,aid0896,2018-01-01,,,,,,,,,,,14.0,,
LC_Type1_2018001_aid0897,aid0897,2018-01-01,,,,,,,,,1.0,,18.0,,
LC_Type1_2018001_aid0898,aid0898,2018-01-01,,,,,,,2.0,,3.0,,39.0,,
LC_Type1_2018001_aid0899,aid0899,2018-01-01,,,,,5.0,,,,,,43.0,,
LC_Type1_2018001_aid0900,aid0900,2018-01-01,,,,,,,,,2.0,,5.0,,
LC_Type1_2018001_aid0901,aid0901,2018-01-01,,,,,,,,,2.0,,9.0,,
LC_Type1_2018001_aid0902,aid0902,2018-01-01,,,,,,,,,3.0,,9.0,,
LC_Type1_2018001_aid0903,aid0903,2018-01-01,,,,,,,6.0,,,,1.0,,
LC_Type1_2018001_aid0904,aid0904,2018-01-01,,,,,,,10.0,,12.0,,3.0,,
LC_Type1_2018001_aid0905,aid0905,2018-01-01,,,,,1.0,,7.0,,8.0,,23.0,,
LC_Type1_2018001_aid0906,aid0906,2018-01-01,,,,,,,1.0,,16.0,,19.0,,
LC_Type1_2018001_aid0907,aid0907,2018-01-01,,,,,4.0,3.0,16.0,,,,,,
LC_Type1_2018001_aid0908,aid0908,2018-01-01,,,,,,,,,16.0,,15.0,,
LC_Type1_2018001_aid0909,aid0909,2018-01-01,,1.0,,,,,3.0,,,,4.0,,
LC_Type1_2018001_aid0910,aid0910,2018-01-01,,,,,,,24.0,,8.0,,,,
LC_Type1_2018001_aid0911,aid0911,2018-01-01,,,,,17.0,3.0,29.0,3.0,,10.0,1.0,,
LC_Type1_2018001_aid0912,aid0912,2018-01-01,,,,,,,7.0,2.0,1.0,,,,3.0
LC_Type1_2018001_aid0913,aid0913,2018-01-01,,,,,6.0,7.0,11.0,4.0,,,,,
LC_Type1_2018001_aid0914,aid0914,2018-01-01,,,,,,,,,1.0,,3.0,,
LC_Type1_2018001_aid0915,aid0915,2018-01-01,,,,,,,13.0,2.0,,,,,6.0
LC_Type1_2018001_aid0916,aid0916,2018-01-01,,,,,2.0,,16.0,,1.0,,,,
LC_Type1_2018001_aid0917,aid0917,2018-01-01,,,,,,,5.0,,13.0,,2.0,,
LC_Type1_2018001_aid0918,aid0918,2018-01-01,,1.0,,,4.0,2.0,22.0,,,,,,
LC_Type1_2018001_aid0919,aid0919,2018-01-01,,,,,,,,,4.0,,21.0,,
LC_Type1_2018001_aid0920,aid0920,2018-01-01,,47.0,,,51.0,2.0,14.0,10.0,,,,,4.0
LC_Type1_2018001_aid0921,aid0921,2018-01-01,,4.0,,,19.0,1.0,3.0,6.0,,,,,3.0
LC_Type1_2018001_aid0922,aid0922,2018-01-01,,49.0,,,68.0,2.0,2.0,10.0,,,,,4.0
LC_Type1_2018001_aid0923,aid0923,2018-01-01,,31.0,,,62.0,4.0,6.0,1.0,,,,,1.0
LC_Type1_2018001_aid0924,aid0924,2018-01-01,,2.0,,,46.0,1.0,1.0,5.0,4.0,,1.0,,5.0
LC_Type1_2018001_aid0925,aid0925,2018-01-01,,43.0,,,51.0,,,,,,,,
LC_Type1_2018001_aid0926,aid0926,2018-01-01,,13.0,,,44.0,,2.0,,,,,,
LC_Type1_2018001_aid0927,aid0927,2018-01-01,,18.0,,,19.0,,,,,,,,
LC_Type1_2018001_aid0928,aid0928,2018-01-01,,19.0,,,26.0,,,,,,,,
LC_Type1_2018001_aid0929,aid0929,2018-01-01,,31.0,,,43.0,,,,,,,,
LC_Type1_2018001_aid0930,aid0930,2018-01-01,,62.0,,,84.0,,4.0,,,,,,
LC_Type1_2018001_aid0931,aid0931,2018-01-01,,8.0,,,21.0,,4.0,6.0,,,,,2.0
LC_Type1_2018001_aid0932,aid0932,2018-01-01,,29.0,,,285.0,5.0,15.0,,5.0,,55.0,,
LC_Type1_2018001_aid0933,aid0933,2018-01-01,,4.0,,,34.0,1.0,2.0,8.0,,,,,6.0
LC_Type1_2018001_aid0934,aid0934,2018-01-01,,39.0,,,50.0,,3.0,4.0,1.0,,,,3.0
LC_Type1_2018001_aid0935,aid0935,2018-01-01,,50.0,,,64.0,2.0,4.0,,,,,,
LC_Type1_2018001_aid0936,aid0936,2018-01-01,,,,,,1.0,4.0,3.0,1.0,2.0,,,2.0
LC_Type1_2018001_aid0937,aid0937,2018-01-01,,2.0,,,7.0,1.0,5.0,4.0,,,,,1.0
LC_Type1_2018001_aid0938,aid0938,2018-01-01,,,,,49.0,17.0,26.0,2.0,,,10.0,,1.0
LC_Type1_2018001_aid0939,aid0939,2018-01-01,,,,,5.0,,,,,,73.0,,
LC_Type1_2018001_aid0940,aid0940,2018-01-01,,1.0,,,46.0,13.0,,,,,,,
LC_Type1_2018001_aid0941,aid0941,2018-01-01,,,,,39.0,,4.0,,,,16.0,,
LC_Type1_2018001_aid0942,aid0942,2018-01-01,,3.0,,,21.0,,3.0,,9.0,,46.0,,
LC_Type1_2018001_aid0943,aid0943,2018-01-01,,,,,108.0,1.0,10.0,,3.0,,24.0,,
LC_Type1_2018001_aid0944,aid0944,2018-01-01,,,,,,,,,1.0,,52.0,,
LC_Type1_2018001_aid0945,aid0945,2018-01-01,,4.0,,,11.0,7.0,2.0,9.0,,,,,2.0
LC_Type1_2018001_aid0946,aid0946,2018-01-01,,,,,72.0,1.0,,,,,,,
LC_Type1_2018001_aid0947,aid0947,2018-01-01,,9.0,,,10.0,8.0,1.0,14.0,,,,,2.0
LC_Type1_2018001_aid0948,aid0948,2018-01-01,,10.0,,,5.0,1.0,,11.0,,,,,5.0
LC_Type1_2018001_aid0949,aid0949,2018-01-01,,2.0,,,61.0,11.0,3.0,,,5.0,,,
LC_Type1_2018001_aid0950,aid0950,2018-01-01,,1.0,,,43.0,4.0,1.0,,,,17.0,,
LC_Type1_2018001_aid0951,aid0951,2018-01-01,,1.0,,,9.0,5.0,2.0,11.0,,,,,6.0
LC_Type1_2018001_aid0952,aid0952,2018-01-01,,1.0,,,24.0,,3.0,,2.0,,70.0,,
LC_Type1_2018001_aid0953,aid0953,2018-01-01,,2.0,,,73.0,6.0,,,,,,,
LC_Type1_2018001_aid0954,aid0954,2018-01-01,,,,,8.0,,4.0,,6.0,,77.0,,
LC_Type1_2018001_aid0955,aid0955,2018-01-01,,,,,5.0,,2.0,,,,141.0,,
LC_Type1_2018001_aid0956,aid0956,2018-01-01,,,,,39.0,3.0,,,,,55.0,,
LC_Type1_2018001_aid0957,aid0957,2018-01-01,,1.0,,,58.0,25.0,4.0,15.0,,,,,9.0
LC_Type1_2018001_aid0958,aid0958,2018-01-01,,8.0,,,5.0,7.0,,14.0,,,,,8.0
LC_Type1_2018001_aid0959,aid0959,2018-01-01,,7.0,,,5.0,2.0,,16.0,,,,,19.0
LC_Type1_2018001_aid0960,aid0960,2018-01-01,,34.0,,,2.0,,,15.0,,,,,4.0
LC_Type1_2018001_aid0961,aid0961,2018-01-01,,5.0,,,,,,35.0,,,,,6.0
LC_Type1_2018001_aid0962,aid0962,2018-01-01,,16.0,,,,,,42.0,,,,,11.0
LC_Type1_2018001_aid0963,aid0963,2018-01-01,,28.0,,,10.0,,,1.0,,,,,
LC_Type1_2018001_aid0964,aid0964,2018-01-01,,26.0,,,,,,4.0,,,,,5.0
LC_Type1_2018001_aid0965,aid0965,2018-01-01,,28.0,,,,,,39.0,,,,,10.0
LC_Type1_2018001_aid0966,aid0966,2018-01-01,1.0,18.0,,,,,,4.0,,,,,3.0
LC_Type1_2018001_aid0967,aid0967,2018-01-01,,47.0,,,5.0,,,14.0,,,,,12.0
LC_Type1_2018001_aid0968,aid0968,2018-01-01,,1.0,,,,,,29.0,,,,,13.0
LC_Type1_2018001_aid0969,aid0969,2018-01-01,,31.0,,,4.0,,,7.0,,,,,10.0
LC_Type1_2018001_aid0970,aid0970,2018-01-01,1.0,22.0,,1.0,3.0,,,18.0,,,,,6.0
LC_Type1_2018001_aid0971,aid0971,2018-01-01,1.0,45.0,,,1.0,,,5.0,,,,,9.0
LC_Type1_2018001_aid0972,aid0972,2018-01-01,,,,,,1.0,2.0,2.0,,,,,2.0
LC_Type1_2018001_aid0973,aid0973,2018-01-01,,,,,,,,,,,9.0,,
LC_Type1_2018001_aid0974,aid0974,2018-01-01,,,,,,,,,1.0,,8.0,,
LC_Type1_2018001_aid0975,aid0975,2018-01-01,,,,,,,,,,,5.0,,
LC_Type1_2018001_aid0976,aid0976,2018-01-01,,,,,20.0,,3.0,,,3.0,,,
LC_Type1_2018001_aid0977,aid0977,2018-01-01,,,,,,,,,5.0,,11.0,,
LC_Type1_2018001_aid0978,aid0978,2018-01-01,,,,,9.0,,3.0,,,,,,
LC_Type1_2018001_aid0979,aid0979,2018-01-01,,,,,2.0,,,,,,2.0,,
LC_Type1_2018001_aid0980,aid0980,2018-01-01,,,,,11.0,,1.0,,,,,,
LC_Type1_2018001_aid0981,aid0981,2018-01-01,,,,,8.0,,,,,,,,
LC_Type1_2018001_aid0982,aid0982,2018-01-01,,,,,,,,,,,5.0,,
LC_Type1_2018001_aid0983,aid0983,2018-01-01,,,,,3.0,,,,1.0,,2.0,,
LC_Type1_2018001_aid0984,aid0984,2018-01-01,,,,,2.0,,,,1.0,,6.0,,
LC_Type1_2018001_aid0985,aid0985,2018-01-01,,,,,5.0,,3.0,,1.0,,12.0,,
LC_Type1_2018001_aid0986,aid0986,2018-01-01,,,,,,,,,,,4.0,,
LC_Type1_2018001_aid0987,aid0987,2018-01-01,,1.0,,,22.0,8.0,23.0,4.0,,,1.0,,3.0
LC_Type1_2018001_aid0988,aid0988,2018-01-01,,,,,,,,,,,4.0,,
LC_Type1_2018001_aid0989,aid0989,2018-01-01,,,,,1.0,2.0,4.0,,,4.0,5.0,,
LC_Type1_2018001_aid0990,aid0990,2018-01-01,,,,,,,,,4.0,,24.0,,
LC_Type1_2018001_aid0991,aid0991,2018-01-01,,,,,2.0,,3.0,,2.0,,20.0,,
LC_Type1_2018001_aid0992,aid0992,2018-01-01,,,,,,,,,1.0,,8.0,,
LC_Type1_2018001_aid0993,aid0993,2018-01-01,,,,,16.0,,1.0,,,,7.0,,
LC_Type1_2018001_aid0994,aid0994,2018-01-01,,,,,24.0,,1.0,,,,,,
LC_Type1_2018001_aid0995,aid0995,2018-01-01,,,,,,,,,8.0,,13.0,,
LC_Type1_2018001_aid0996,aid0996,2018-01-01,,,,,10.0,,1.0,,,1.0,,,
LC_Type1_2018001_aid0997,aid0997,2018-01-01,,336.0,,,49.0,,6.0,23.0,,,,,5.0
LC_Type1_2018001_aid0998,aid0998,2018-01-01,,320.0,,,249.0,,199.0,24.0,9.0,,,,4.0
LC_Type1_2018001_aid0999,aid0999,2018-01-01,,187.0,,,42.0,,6.0,,,,,,
LC_Type1_2018001_aid1000,aid1000,2018-01-01,,222.0,,,6.0,,52.0,,,,,,
LC_Type1_2018001_aid1001,aid1001,2018-01-01,,28.0,,,16.0,,39.0,,,,,,
LC_Type1_2018001_aid1002,aid1002,2018-01-01,,704.0,,,114.0,,13.0,35.0,,,,,3.0
LC_Type1_2018001_aid1003,aid1003,2018-01-01,,322.0,,,123.0,,99.0,,,,,,
LC_Type1_2018001_aid1004,aid1004,2018-01-01,,6.0,,,37.0,,43.0,13.0,,,,,7.0
LC_Type1_2018001_aid1005,aid1005,2018-01-01,,9.0,,,17.0,,90.0,11.0,,,,,10.0
LC_Type1_2018001_aid1006,aid1006,2018-01-01,,27.0,,,,,30.0,11.0,,,,,5.0
LC_Type1_2018001_aid1007,aid1007,2018-01-01,,5.0,,,10.0,,60.0,5.0,,,,,2.0
LC_Type1_2018001_aid1008,aid1008,2018-01-01,,182.0,,,228.0,,27.0,,,,,,
LC_Type1_2018001_aid1009,aid1009,2018-01-01,,22.0,,,10.0,,70.0,,,,,,
LC_Type1_2018001_aid1010,aid1010,2018-01-01,,801.0,,,106.0,,119.0,,,,,,
LC_Type1_2018001_aid1011,aid1011,2018-01-01,,79.0,,,45.0,,49.0,18.0,,,,,5.0
LC_Type1_2018001_aid1012,aid1012,2018-01-01,,50.0,,,3.0,,43.0,,,,,,
LC_Type1_2018001_aid1013,aid1013,2018-01-01,,45.0,,,7.0,,75.0,14.0,,,,,12.0
LC_Type1_2018001_aid1014,aid1014,2018-01-01,,576.0,,,1.0,,1.0,,,,,,
LC_Type1_2018001_aid1015,aid1015,2018-01-01,,11.0,,,,,,12.0,,,,,3.0
LC_Type1_2018001_aid1016,aid1016,2018-01-01,,,,,6.0,,7.0,,15.0,5.0,,,
LC_Type1_2018001_aid1017,aid1017,2018-01-01,,1.0,,,,,8.0,21.0,12.0,,,,8.0
LC_Type1_2018001_aid1018,aid1018,2018-01-01,,14.0,,,43.0,3.0,2.0,,,,,,
LC_Type1_2018001_aid1019,aid1019,2018-01-01,,1231.0,,,201.0,,3.0,,,,,,
LC_Type1_2018001_aid1020,aid1020,2018-01-01,,8.0,,,10.0,3.0,,,,,,,
LC_Type1_2018001_aid1021,aid1021,2018-01-01,,2.0,,,1.0,,13.0,12.0,10.0,,,,7.0
LC_Type1_2018001_aid1022,aid1022,2018-01-01,,77.0,,,31.0,,,,,,,,
LC_Type1_2018001_aid1023,aid1023,2018-01-01,,39.0,,,47.0,,1.0,10.0,,,,,4.0
LC_Type1_2018001_aid1024,aid1024,2018-01-01,,,,,2.0,,,6.0,,,,,4.0
LC_Type1_2018001_aid1025,aid1025,2018-01-01,,15.0,,,29.0,,18.0,2.0,18.0,2.0,,,
LC_Type1_2018001_aid1026,aid1026,2018-01-01,,31.0,,,22.0,7.0,2.0,8.0,,,,,5.0
LC_Type1_2018001_aid1027,aid1027,2018-01-01,,,,,,,12.0,8.0,23.0,1.0,,,6.0
LC_Type1_2018001_aid1028,aid1028,2018-01-01,,13.0,,,29.0,,,,,,,,
LC_Type1_2018001_aid1029,aid1029,2018-01-01,,71.0,,,5.0,,,,,,,,
LC_Type1_2018001_aid1030,aid1030,2018-01-01,,107.0,,,10.0,,10.0,7.0,,,,,3.0
LC_Type1_2018001_aid1031,aid1031,2018-01-01,,41.0,,,10.0,,3.0,,,,,,
LC_Type1_2018001_aid1032,aid1032,2018-01-01,,57.0,,,1.0,,,5.0,,,,,2.0
LC_Type1_2018001_aid1033,aid1033,2018-01-01,,30.0,,,5.0,,20.0,7.0,,,,,10.0
LC_Type1_2018001_aid1034,aid1034,2018-01-01,,756.0,,,55.0,,7.0,,,,,,
LC_Type1_2018001_aid1035,aid1035,2018-01-01,,6.0,,,,,,6.0,,,,,5.0
LC_Type1_2018001_aid1036,aid1036,2018-01-01,,703.0,,,125.0,,22.0,,,,,,
LC_Type1_2018001_aid1037,aid1037,2018-01-01,,311.0,,,151.0,1.0,29.0,,,,,,
LC_Type1_2018001_aid1038,aid1038,2018-01-01,,22.0,,,39.0,,,,,,,,
LC_Type1_2018001_aid1039,aid1039,2018-01-01,,22.0,,,8.0,,4.0,,,,,,
LC_Type1_2018001_aid1040,aid1040,2018-01-01,,237.0,,,42.0,,3.0,,,,,,
LC_Type1_2018001_aid1041,aid1041,2018-01-01,,,,,,,12.0,2.0,3.0,,,,1.0
LC_Type1_2018001_aid1042,aid1042,2018-01-01,,44.0,,,25.0,,11.0,2.0,,,,,
LC_Type1_2018001_aid1043,aid1043,2018-01-01,,2.0,,,,,27.0,13.0,,,,,15.0
LC_Type1_2018001_aid1044,aid1044,2018-01-01,,1.0,,,1.0,,20.0,3.0,4.0,1.0,,,
LC_Type1_2018001_aid1045,aid1045,2018-01-01,,3.0,,,,,15.0,5.0,3.0,,,,
LC_Type1_2018001_aid1046,aid1046,2018-01-01,,290.0,,,53.0,,11.0,,,,,,
LC_Type1_2018001_aid1047,aid1047,2018-01-01,,5.0,,,1.0,,18.0,8.0,1.0,,,,
LC_Type1_2018001_aid1048,aid1048,2018-01-01,,2.0,,,2.0,,36.0,4.0,3.0,,,,
LC_Type1_2018001_aid1049,aid1049,2018-01-01,,1.0,,,11.0,,,3.0,,,,,
LC_Type1_2018001_aid1050,aid1050,2018-01-01,,1.0,,,6.0,,2.0,2.0,,,2.0,,2.0
LC_Type1_2018001_aid1051,aid1051,2018-01-01,,1.0,,,10.0,,,,,,,,1.0
LC_Type1_2018001_aid1052,aid1052,2018-01-01,1.0,,,,,,,41.0,,,,,10.0
LC_Type1_2018001_aid1053,aid1053,2018-01-01,,65.0,,,63.0,,4.0,1.0,,,,,3.0
LC_Type1_2018001_aid1054,aid1054,2018-01-01,,158.0,,,81.0,,,1.0,,,,,1.0
LC_Type1_2018001_aid1055,aid1055,2018-01-01,,16.0,,,37.0,,,1.0,,,,,1.0
LC_Type1_2018001_aid1056,aid1056,2018-01-01,,10.0,,,44.0,,3.0,7.0,,,,,4.0
LC_Type1_2018001_aid1057,aid1057,2018-01-01,,48.0,,,39.0,,5.0,1.0,,,,,2.0
LC_Type1_2018001_aid1058,aid1058,2018-01-01,,145.0,,,98.0,,,,,,,,
LC_Type1_2018001_aid1059,aid1059,2018-01-01,,1.0,,,48.0,2.0,5.0,6.0,,,3.0,,4.0
LC_Type1_2018001_aid1060,aid1060,2018-01-01,,12.0,,,9.0,,,13.0,,,,,2.0
LC_Type1_2018001_aid1061,aid1061,2018-01-01,,36.0,,,38.0,,,,,,,,
